MORPHID	MORPHTYPE	FORM	WFID	SGID	SG_LABEL	STRATUM	DEPTH	WF_LABEL	PROVENANCE	ROOTLEMMAS
R270	ROOT_SG	brīž	WF163	SG184	brīd, brī, brīž, brid, bris, bri, brien, brad, bra		0	brīd, brī, brīž, brid, bris, bri, brien, brad, bra	SG_ROOT	L3507;L3508;L3509;L3510;L3511;L3512;L3513
R271	ROOT_SG	brid	WF163	SG184	brīd, brī, brīž, brid, bris, bri, brien, brad, bra		0	brīd, brī, brīž, brid, bris, bri, brien, brad, bra	SG_ROOT	L3545
R272	ROOT_SG	bris	WF163	SG184	brīd, brī, brīž, brid, bris, bri, brien, brad, bra		0	brīd, brī, brīž, brid, bris, bri, brien, brad, bra	SG_ROOT	L3529;L3530;L3531;L3532;L3533;L3534;L3535;L3536;L3537;L3538
R273	ROOT_SG	bri	WF163	SG184	brīd, brī, brīž, brid, bris, bri, brien, brad, bra		0	brīd, brī, brīž, brid, bris, bri, brien, brad, bra	SG_ROOT	L3539;L3540
R274	ROOT_SG	brien	WF163	SG184	brīd, brī, brīž, brid, bris, bri, brien, brad, bra		0	brīd, brī, brīž, brid, bris, bri, brien, brad, bra	SG_ROOT	L3546
R275	ROOT_SG	brad	WF163	SG184	brīd, brī, brīž, brid, bris, bri, brien, brad, bra		0	brīd, brī, brīž, brid, bris, bri, brien, brad, bra	SG_ROOT	L3514;L3515;L3516;L3517;L3518;L3519;L3520;L3521;L3522;L3523;L3524;L3525;L3526;L3527;L3528
R276	ROOT_SG	bra	WF163	SG184	brīd, brī, brīž, brid, bris, bri, brien, brad, bra		0	brīd, brī, brīž, brid, bris, bri, brien, brad, bra	SG_ROOT	L3541;L3542;L3543;L3544;L3547
R277	ROOT_SG	bri	WF164	SG185	bri		0	bri	SG_ROOT	L3550
R278	ROOT_SG	brasl	WF165	SG186	brasl		0	brasl	SG_ROOT	L3551;L3552;L3553
R279	ROOT_SG	brak	WF166	SG187	brak, braks, brakš, brākš, brāks, brik, brikš, brīks, brīkš, brīk		0	brak, braks, brakš, brākš, brāks, brik, brikš, brīks, brīkš, brīk	SG_ROOT	L3554;L3562
R280	ROOT_SG	braks	WF166	SG187	brak, braks, brakš, brākš, brāks, brik, brikš, brīks, brīkš, brīk		0	brak, braks, brakš, brākš, brāks, brik, brikš, brīks, brīkš, brīk	SG_ROOT	L3555
R281	ROOT_SG	brakš	WF166	SG187	brak, braks, brakš, brākš, brāks, brik, brikš, brīks, brīkš, brīk		0	brak, braks, brakš, brākš, brāks, brik, brikš, brīks, brīkš, brīk	SG_ROOT	L3556;L3558;L3559;L3560;L3561;L3563
R282	ROOT_SG	brākš	WF166	SG187	brak, braks, brakš, brākš, brāks, brik, brikš, brīks, brīkš, brīk		0	brak, braks, brakš, brākš, brāks, brik, brikš, brīks, brīkš, brīk	SG_ROOT	L3557;L3565;L3566
R283	ROOT_SG	brāks	WF166	SG187	brak, braks, brakš, brākš, brāks, brik, brikš, brīks, brīkš, brīk		0	brak, braks, brakš, brākš, brāks, brik, brikš, brīks, brīkš, brīk	SG_ROOT	L3564
R284	ROOT_SG	brik	WF166	SG187	brak, braks, brakš, brākš, brāks, brik, brikš, brīks, brīkš, brīk		0	brak, braks, brakš, brākš, brāks, brik, brikš, brīks, brīkš, brīk	SG_ROOT	L3567;L3571;L3572;L3573
R285	ROOT_SG	brikš	WF166	SG187	brak, braks, brakš, brākš, brāks, brik, brikš, brīks, brīkš, brīk		0	brak, braks, brakš, brākš, brāks, brik, brikš, brīks, brīkš, brīk	SG_ROOT	L3568;L3569;L3570
R286	ROOT_SG	brīks	WF166	SG187	brak, braks, brakš, brākš, brāks, brik, brikš, brīks, brīkš, brīk		0	brak, braks, brakš, brākš, brāks, brik, brikš, brīks, brīkš, brīk	SG_ROOT	L3574
R287	ROOT_SG	brīkš	WF166	SG187	brak, braks, brakš, brākš, brāks, brik, brikš, brīks, brīkš, brīk		0	brak, braks, brakš, brākš, brāks, brik, brikš, brīks, brīkš, brīk	SG_ROOT	L3575;L3576;L3577;L3578;L3579;L3581
R288	ROOT_SG	brīk	WF166	SG187	brak, braks, brakš, brākš, brāks, brik, brikš, brīks, brīkš, brīk		0	brak, braks, brakš, brākš, brāks, brik, brikš, brīks, brīkš, brīk	SG_ROOT	L3580
R289	ROOT_SG	bradi	WF167	SG188	bradi	BORROWED	0	bradi	SG_ROOT	L3582;L3583
R290	ROOT_SG	bras	WF168	SG189	bras	BORROWED	0	bras	SG_ROOT	L3584
R291	ROOT_SG	bri	WF169	SG190	bri	BORROWED	0	bri	SG_ROOT	L3585;L3586;L3587;L3588;L3589;L3590;L3591
R292	ROOT_SG	brī	WF170	SG191	brī	BORROWED	0	brī	SG_ROOT	L3592
R293	ROOT_SG	bris	WF171	SG192	bris	BORROWED	0	bris	SG_ROOT	L3593;L3594;L3595
R294	ROOT_SG	bris	WF172	SG193	bris	BORROWED	0	bris	SG_ROOT	L3596
R295	ROOT_SG	brise	WF173	SG194	brise	BORROWED	0	brise	SG_ROOT	L3597
R296	ROOT_SG	bris	WF174	SG195	bris		0	bris	SG_ROOT	L3598
R297	ROOT_SG	brūs	WF175	SG196	brūs	BORROWED	0	brūs	SG_ROOT	L3599
R298	ROOT_SG	brisel	WF176	SG197	brisel	BORROWED	0	brisel	SG_ROOT	L3600;L3601
R299	ROOT_SG	bridž	WF177	SG198	bridž, bri	BORROWED	0	bridž, bri	SG_ROOT	L3604;L3605;L3606
R300	ROOT_SG	bri	WF177	SG198	bridž, bri	BORROWED	0	bridž, bri	SG_ROOT	L3602;L3603
R301	ROOT_SG	breslav	WF178	SG199	breslav	BORROWED	0	breslav	SG_ROOT	L3607
R302	ROOT_SG	bruģ	WF179	SG200	bruģ	BORROWED	0	bruģ	SG_ROOT	L3608;L3609;L3610;L3611;L3612;L3613;L3614;L3615;L3616;L3617;L3618;L3619;L3620
R303	ROOT_SG	bruņ	WF180	SG201	bruņ	BORROWED	0	bruņ	SG_ROOT	L3621;L3622;L3623;L3624;L3625;L3626;L3627;L3628;L3629;L3630;L3631;L3632;L3633;L3634;L3635;L3636;L3637;L3638;L3639;L3640;L3641;L3642;L3643;L3644;L3645;L3646;L3647;L3648;L3649;L3650;L3651;L3652;L3653;L3654;L3655;L3656;L3657;L3658;L3659;L3660;L3661;L3662;L3663;L3664;L3665;L3666;L3667;L3668
R304	ROOT_SG	bruņ	WF181	SG202	bruņ		0	bruņ	SG_ROOT	L3669
R305	ROOT_SG	bruž	WF182	SG203	bruž		0	bruž	SG_ROOT	L3670;L3671;L3672;L3673;L3674;L3675;L3676;L3677;L3678
R306	ROOT_SG	bruž	WF183	SG204	bruž	BORROWED	0	bruž	SG_ROOT	L3679;L3680;L3681;L3682;L3683
R307	ROOT_SG	brut	WF184	SG205	brut	BORROWED	0	brut	SG_ROOT	L3684;L3685;L3686;L3687
R308	ROOT_SG	brut	WF185	SG206	brut		0	brut	SG_ROOT	L3688
R309	ROOT_SG	brus	WF186	SG207	brus	BORROWED	0	brus	SG_ROOT	L3689
R310	ROOT_SG	brus	WF187	SG208	brus	BORROWED	0	brus	SG_ROOT	L3690
R311	ROOT_SG	brus	WF188	SG209	brus		0	brus	SG_ROOT	L1360
R312	ROOT_SG	brūs	WF189	SG210	brūs	BORROWED	0	brūs	SG_ROOT	L3599
R313	ROOT_SG	bruņiš	WF190	SG211	bruņiš	BORROWED	0	bruņiš	SG_ROOT	L3691
R314	ROOT_SG	bruš	WF191	SG212	bruš	BORROWED	0	bruš	SG_ROOT	L3692
R315	ROOT_SG	brūn	WF192	SG213	brūn	BORROWED	0	zero-element	SG_ROOT	L3693;L3694;L3695;L297;L298;L299;L300;L3696;L81;L82;L83;L3697;L3698;L3699;L3700;L3701;L3702;L3703;L3704;L3705;L1570;L3706;L3707;L3708;L3709;L3710;L3711;L3712;L3713;L3714;L3715;L3716;L3717;L3718;L3719;L3720;L3721;L3722;L3723;L3724;L3725;L3726;L3727;L3728;L3729;L3730;L3731;L3732;L3733;L3734;L3735;L3736;L3737;L3738;L3739;L3740;L3741;L3742;L3743;L3744;L3745;L3746;L3747;L3748;L3749;L3750;L3751;L3752;L3753
R316	ROOT_SG	braun	WF192	SG214	braun	BORROWED	0	zero-element	SG_ROOT	L3754;L3755;L3756
R317	ROOT_SG	braun	WF192	SG215	braun	BORROWED	0	zero-element	SG_ROOT	L3757;L3758
R318	ROOT_SG	brun	WF192	SG216	brun	BORROWED	0	zero-element	SG_ROOT	L3759;L3760
R319	ROOT_SG	brun	WF192	SG217	brun	BORROWED	0	zero-element	SG_ROOT	L3761;L3762
R320	ROOT_SG	brun	WF193	SG218	brun		0	brun	SG_ROOT	L3763;L3764;L3765
R321	ROOT_SG	būv	WF194	SG219	būv	BORROWED	0	būv	SG_ROOT	L3766;L3767;L3768;L3769;L3770;L3771;L3772;L926;L1157;L3773;L3774;L3775;L3776;L3777;L3778;L3779;L1472;L3780;L3781;L3782;L3783;L3784;L3785;L3786;L3787;L3788;L3789;L3790;L3791;L3792;L3793;L3794;L3795;L3796;L3797;L3798;L3799;L3800;L3801;L3802;L3803;L3804;L3805;L3806;L3807;L3808;L3809;L3810;L3811;L3812;L3813;L3814;L3815;L3816;L3817;L3818;L3819;L3820;L3821;L3822;L3823;L3824;L3825;L3826;L3827;L3828;L3829;L3830;L3831;L3832;L3833;L3834;L3835;L3836;L3837;L3838;L3839;L3840;L3841;L3842;L3843;L3844;L3845;L3846;L3847;L3848;L3849;L3850;L3851;L3852;L3853;L3854;L3855;L3856;L3857;L3858;L3859;L3860;L3861;L3862;L3863;L3864;L3865;L3866;L3867;L3868;L3869;L3870;L3871;L3872;L3873;L3874;L3875;L3876;L3877;L3878;L3879;L3880;L3881;L3882;L3883;L3884;L3885;L3886;L3887;L3888;L3889;L3890;L3891;L3892;L3893;L3894;L3895;L3896;L3897;L3898;L3899;L3900;L3901;L3902;L3903;L3904;L3905;L3906;L3907;L3908;L3909;L3910;L3911;L3912;L3913;L3914;L3915;L3916;L3917;L3918;L3919;L3920;L3921;L3922;L3923;L3924;L3925;L3926;L3927;L3928;L3929
R322	ROOT_SG	bū	WF195	SG220	bū, bij, buv		0	bū, bij, buv	SG_ROOT	L3933;L3934;L3935;L3936;L3937;L3938;L3939;L3940;L3941;L3942;L3943;L3944;L3945;L3946;L3947;L3948;L3949;L3950;L3951;L3952;L3953;L3954;L3955;L3956;L3957;L3958;L3959;L3960;L3961;L3962;L3963;L3964;L3965;L3966;L3967;L3968;L3969;L3970;L3971;L3972
R323	ROOT_SG	bij	WF195	SG220	bū, bij, buv		0	bū, bij, buv	SG_ROOT	L3930;L3931;L3932;L3973;L3974;L3975;L3976
R324	ROOT_SG	buv	WF195	SG220	bū, bij, buv		0	bū, bij, buv	SG_ROOT	L3977
R325	ROOT_SG	bij	WF196	SG221	bij, bit	BORROWED	0	bij, bit	SG_ROOT	L3978;L3979
R326	ROOT_SG	bit	WF196	SG221	bij, bit	BORROWED	0	bij, bit	SG_ROOT	L3980;L3981;L3982
R327	ROOT_SG	būd	WF197	SG222	būd	BORROWED	0	būd	SG_ROOT	L3983;L3984;L3985;L3986;L3987;L3988;L3989;L3990;L3991;L3992;L3993
R328	ROOT_SG	būd	WF198	SG223	būd	BORROWED	0	būd	SG_ROOT	L3994
R329	ROOT_SG	būden	WF199	SG224	būden	BORROWED	0	būden	SG_ROOT	L3995
R330	ROOT_SG	būkš	WF200	SG225	būkš		0	būkš	SG_ROOT	L3996;L3997;L3998;L3999;L4000;L4001;L4002
R331	ROOT_SG	būr	WF201	SG226	būr	BORROWED	0	būr	SG_ROOT	L4003;L4004;L4005;L4006
R332	ROOT_SG	būr	WF202	SG227	būr	BORROWED	0	būr	SG_ROOT	L4007
R333	ROOT_SG	būr	WF203	SG228	būr	BORROWED	0	būr	SG_ROOT	L4008
R334	ROOT_SG	būriņ	WF204	SG229	būriņ	BORROWED	0	būriņ	SG_ROOT	L4009;L4010;L4011
R335	ROOT_SG	bur	WF205	SG230	bur, būr		0	bur, būr	SG_ROOT	L4013;L4014;L4015;L4016;L4017;L4018;L4019;L4020;L4022;L4023;L4024;L4025;L4026;L4027;L4028;L4029;L4030;L4031;L4032;L4033;L4034;L4035;L4036;L4037;L4038;L4039;L4040;L4041;L4042;L4043;L4044;L4045;L4046;L4047;L4048;L4049;L4050;L4051;L4052;L4053;L4054;L4055;L4056;L4057;L4058;L4059;L4060;L4061
R336	ROOT_SG	būr	WF205	SG230	bur, būr		0	bur, būr	SG_ROOT	L4012;L4021
R337	ROOT_SG	bur	WF206	SG231	bur		0	bur	SG_ROOT	L4062;L4063;L4064;L4065;L4066;L4067;L4068;L4069;L4070;L4071;L4072;L4073;L4074;L4075;L4076;L4077
R338	ROOT_SG	bur	WF207	SG232	bur		0	bur	SG_ROOT	L4078
R339	ROOT_SG	birģ	WF208	SG233	birģ, burg, burž, būr	BORROWED	0	birģ, burg, burž, būr	SG_ROOT	L4129;L4130;L4131;L4132
R340	ROOT_SG	burg	WF208	SG233	birģ, burg, burž, būr	BORROWED	0	birģ, burg, burž, būr	SG_ROOT	L4080;L4081;L4082;L4083;L4084;L4085;L4086;L4087;L4088;L4089;L4090;L4091;L4092;L4093;L4094;L4095;L4096;L4097;L4098;L4099;L4100;L4101;L4102;L4103;L4104;L4105;L4106;L4107;L4108;L4109;L4110;L4111;L4112;L4113;L4114;L4115;L4134;L4135;L4136
R341	ROOT_SG	burž	WF208	SG233	birģ, burg, burž, būr	BORROWED	0	birģ, burg, burž, būr	SG_ROOT	L4116;L4117;L4118;L4119;L4120;L4121;L4122;L4123;L4124;L4125;L4126;L4127;L4128;L4133
R342	ROOT_SG	būr	WF208	SG233	birģ, burg, burž, būr	BORROWED	0	birģ, burg, burž, būr	SG_ROOT	L4079
R343	ROOT_SG	burgas	WF209	SG234	burgas	BORROWED	0	burgas	SG_ROOT	L4137
R344	ROOT_SG	burgos	WF210	SG235	burgos	BORROWED	0	burgos	SG_ROOT	L4138
R345	ROOT_SG	burgund	WF211	SG236	burgund	BORROWED	0	burgund	SG_ROOT	L4139;L4140;L4141;L4142
R346	ROOT_SG	būc	WF212	SG237	būc		0	būc	SG_ROOT	L4143;L4144
R347	ROOT_SG	būc	WF213	SG238	būc		0	būc	SG_ROOT	L4145
R348	ROOT_SG	būn	WF214	SG239	būn	BORROWED	0	būn	SG_ROOT	L4146;L4147
R349	ROOT_SG	būn	WF215	SG240	būn	BORROWED	0	būn	SG_ROOT	L4148;L4149
R350	ROOT_SG	būt	WF216	SG241	būt	BORROWED	0	būt	SG_ROOT	L4150
R351	ROOT_SG	būh	WF217	SG242	būh	BORROWED	0	būh	SG_ROOT	L4151
R352	ROOT_SG	bū	WF218	SG243	bū, bu	BORROWED	0	bū, bu	SG_ROOT	L4152
R353	ROOT_SG	bu	WF218	SG243	bū, bu	BORROWED	0	bū, bu	SG_ROOT	L4153;L4154;L4155;L4156
R354	ROOT_SG	būtiņģ	WF219	SG244	būtiņģ, būtiņ		0	būtiņģ, būtiņ	SG_ROOT	L4157
R355	ROOT_SG	būtiņ	WF219	SG244	būtiņģ, būtiņ		0	būtiņģ, būtiņ	SG_ROOT	L4158
R356	ROOT_SG	caur	WF220	SG245	caur		0	caur	SG_ROOT	L2277;L4159;L4160;L833;L834;L721;L4161;L4162;L2046;L3222;L3223;L3224;L3225;L3226;L3163;L3164;L3546;L4163;L4164;L4165;L4166;L4167;L4168;L4169;L4170;L4171;L4172;L4173;L4174;L4175;L4176;L4177;L4178;L4179;L4180;L4181;L4182;L4183;L4184;L4185;L4186;L4187;L4188;L4189;L4190;L4191;L4192;L4193;L4194;L4195;L4196;L4197;L4198;L4199;L4200;L4201;L4202;L4203;L4204;L4205;L4206;L4207;L4208;L4209;L4210;L4211;L4212;L4213;L4214;L4215;L4216;L4217;L4218;L4219;L4220;L4221;L4222;L4223;L4224;L4225;L4226;L4227;L4228;L4229;L4230;L4231;L4232;L4233;L4234;L4235;L4236;L4237;L4238;L4239;L4240;L4241;L4242;L4243;L4244;L4245;L4246;L4247;L4248;L4249;L4250;L4251;L4252;L4253;L4254;L4255;L4256;L4257;L4258;L4259;L4260;L4261;L4262;L4263;L4264;L4265;L4266;L4267;L4268;L4269;L4270;L4271;L4272;L4273;L4274;L4275;L4276;L4277;L4278;L4279;L4280;L4281;L4282;L4283;L4284;L4285;L4286;L4287;L4288;L4289;L4290;L4291;L4292;L4293
R357	ROOT_SG	cep	WF221	SG246	cep		0	cep	SG_ROOT	L4294;L3648;L4295;L4296;L4297;L4298;L4299;L4300;L4301;L4302;L4303;L4304;L4305;L4306;L4307;L4308;L4309;L4310
R358	ROOT_SG	cep	WF222	SG247	cep		0	cep	SG_ROOT	L4311;L4312;L4313;L4314;L4315;L4316;L4317;L4318;L4319;L4320;L4321;L4322;L4323;L4324;L4325;L4326;L4327;L4328;L4329;L4330;L4331;L4332;L4333;L4334;L4335;L4336;L4337;L4338;L4339;L4340;L4341;L4342;L4343;L4344;L4345;L4346;L4347;L4348;L4349;L4350;L4351;L4352;L4353;L4354;L4355;L4356;L4357;L4358;L4359;L4360;L4361;L4362;L4363;L4364;L4365;L4366;L4367
R359	ROOT_SG	cer	WF223	SG248	cer		0	cer	SG_ROOT	L4368;L4369;L4370;L4371;L4372;L4373;L4374;L4375;L4376;L4377;L4378;L2281;L2282;L2283;L2284;L2285;L2286;L4379;L4380;L4381;L4382;L4383;L4384;L4385;L4386;L4387;L4388;L4389;L4390;L4391;L4392;L4393;L4394;L4395;L4396;L4397;L4398;L4399;L4400;L4401;L4402;L4403;L4404;L4405;L4406;L4407;L4408;L4409;L4410
R360	ROOT_SG	cer	WF224	SG249	cer	BORROWED	0	cer	SG_ROOT	L4411
R361	ROOT_SG	cer	WF225	SG250	cer		0	cer	SG_ROOT	L4412;L4413;L4414;L4415;L4416;L4417
R362	ROOT_SG	ceriņ	WF226	SG251	ceriņ, cerīn, cerīņ	BORROWED	0	ceriņ, cerīn, cerīņ	SG_ROOT	L4418;L4419;L4421;L4422;L4423;L4424;L4425;L4426;L4427;L4428;L4429
R363	ROOT_SG	cerīn	WF226	SG251	ceriņ, cerīn, cerīņ	BORROWED	0	ceriņ, cerīn, cerīņ	SG_ROOT	L4430
R364	ROOT_SG	cerīņ	WF226	SG251	ceriņ, cerīn, cerīņ	BORROWED	0	ceriņ, cerīn, cerīņ	SG_ROOT	L4420
R365	ROOT_SG	cetur	WF227	SG252	cetur, četr		0	cetur, četr	SG_ROOT	L4518;L4519;L4520;L4521;L4522;L4523;L4524;L4525;L4526;L4527;L4528;L4529;L4530;L4531;L4532;L4533;L4534;L4535;L4536;L4537;L4538;L4539;L4540;L4541;L4542;L4543;L4544;L4545;L4546;L4547;L4548
R366	ROOT_SG	četr	WF227	SG252	cetur, četr		0	cetur, četr	SG_ROOT	L4431;L615;L4432;L4433;L4434;L4435;L4436;L4437;L4438;L4439;L4440;L4441;L4442;L4443;L4444;L4445;L4446;L4447;L4448;L4449;L4450;L4451;L4452;L4453;L4454;L4455;L4456;L4457;L4458;L4459;L4460;L4461;L4462;L4463;L4464;L4465;L4466;L4467;L4468;L4469;L4470;L4471;L4472;L4473;L4474;L4475;L4476;L4477;L4478;L4479;L4480;L4481;L4482;L4483;L4484;L4485;L4486;L4487;L4488;L4489;L4490;L4491;L4492;L4493;L4494;L4495;L4496;L4497;L4498;L4499;L4500;L4501;L4502;L4503;L4504;L4505;L4506;L4507;L4508;L4509;L4510;L4511;L4512;L4513;L4514;L4515;L4516;L4517
R367	ROOT_SG	cieš	WF228	SG253	cieš, ciet, cies		0	cieš, ciet, cies	SG_ROOT	L4598;L4599;L4600;L4601;L4602
R368	ROOT_SG	ciet	WF228	SG253	cieš, ciet, cies		0	cieš, ciet, cies	SG_ROOT	L4549;L4550;L4551;L4552;L4553;L4554;L4555;L4556;L4557;L4558;L4559;L87;L4560;L4561;L4562;L4563;L4564;L4565;L4566;L4567;L4568;L4569;L4570;L4571;L4572;L4573;L4574;L4575;L4576;L4577;L4578;L4579;L4580;L4581;L4582;L4583;L4584;L4585;L4586;L4587;L4588;L4589;L4590;L4591;L4592;L4593;L4594;L4595;L4596;L4597
R369	ROOT_SG	cies	WF228	SG253	cieš, ciet, cies		0	cieš, ciet, cies	SG_ROOT	L4603
R370	ROOT_SG	ciet	WF229	SG254	ciet, cieš, cies		0	ciet, cieš, cies	SG_ROOT	L4604;L4605;L4606;L4607;L4608;L4609;L4610;L4611;L4612;L4613;L4614;L4615;L4616;L4617;L4618;L4619;L4620;L4621;L4632;L4633;L4634;L4638;L4639;L4640;L4641;L4642
R371	ROOT_SG	cieš	WF229	SG254	ciet, cieš, cies		0	ciet, cieš, cies	SG_ROOT	L4637;L4643;L4644;L4645;L4646;L4647
R372	ROOT_SG	cies	WF229	SG254	ciet, cieš, cies		0	ciet, cieš, cies	SG_ROOT	L4622;L4623;L4624;L4625;L4626;L4627;L4628;L4629;L4630;L4631;L4635;L4636
R373	ROOT_SG	cī	WF230	SG255	cī		0	cī	SG_ROOT	L4652;L4653;L4654;L2589;L4655;L4656;L4657;L4658;L4659;L4660;L4661;L4662;L4663;L4664;L4665;L4666;L4667;L4668;L4669;L4670;L4671;L4672;L4673;L4674;L4675;L4676;L4677;L4678;L4679;L4680;L4681;L4682;L4683;L4684;L4685;L4686;L1281;L250;L4687;L4688;L4689;L4690;L4691;L4692;L4693;L4694;L4695;L4696;L4697;L4698;L4699
R374	ROOT_SG	cir	WF231	SG256	cir, cirs, cirt		0	cir, cirs, cirt	SG_ROOT	L4700;L4701;L4702;L4703;L4704;L4705;L4706;L4707;L4708;L4709;L4710;L4711;L4712;L4713;L4714;L4715;L4716;L4717
R375	ROOT_SG	cirs	WF231	SG256	cir, cirs, cirt		0	cir, cirs, cirt	SG_ROOT	L4718;L4719;L4720;L4721;L4722;L4723;L4724;L4725;L4726;L4727;L4728;L4729;L4730;L4731;L4732;L4733;L4734;L4735;L4736;L4737;L4757
R376	ROOT_SG	cirt	WF231	SG256	cir, cirs, cirt		0	cir, cirs, cirt	SG_ROOT	L4738;L4739;L4740;L4741;L4742;L4743;L4744;L4745;L4746;L4747;L4748;L4749;L4750;L4751;L4752;L4753;L4754;L4755;L4756
R377	ROOT_SG	cir	WF232	SG257	cir		0	cir	SG_ROOT	L4758
R378	ROOT_SG	cir	WF233	SG258	cir	BORROWED	0	cir	SG_ROOT	L4759
R379	ROOT_SG	cit	WF234	SG259	cit		0	cit	SG_ROOT	L4760;L4761;L4762;L4763;L4764;L4765;L4766;L4767;L4768;L4769;L4770;L4771;L4772;L4773;L4774;L4775;L4776;L4777;L4778;L4779;L4780;L4781;L4782;L4783;L4784;L4785;L3483;L4786;L4787;L4788;L4789;L4790;L4791;L4792;L4793;L4794;L4795;L4796;L4797
R380	ROOT_SG	cīt	WF235	SG260	cīt		0	cīt	SG_ROOT	L4798;L4799;L4800;L4801;L4802;L4803
R381	ROOT_SG	cit	WF236	SG261	cit	BORROWED	0	cit	SG_ROOT	L1057;L4804;L4805;L4806;L4807;L4808;L4809;L4810;L4811;L4812;L4813
R382	ROOT_SG	cit	WF237	SG262	cit, cīt	BORROWED	0	cit, cīt	SG_ROOT	L4814;L4815;L4816;L4817;L4818;L4819;L4820;L4821;L4822;L4823;L4824;L4825;L4826;L4827;L4828
R383	ROOT_SG	cīt	WF237	SG262	cit, cīt	BORROWED	0	cit, cīt	SG_ROOT	L4829;L4830;L4831;L4832;L4833;L4834;L4835;L4836;L4837;L4838;L4839;L4840;L4841;L4842;L4843;L4844;L4845;L4846
R384	ROOT_SG	citskovsk	WF238	SG263	citskovsk	BORROWED	0	citskovsk	SG_ROOT	L4847
R385	ROOT_SG	cītar	WF239	SG264	cītar, ģitār, gič, gīč, kitār, sitār	BORROWED	0	cītar, ģitār, gič, gīč, kitār, sitār	SG_ROOT	L4850;L4851;L4852
R386	ROOT_SG	ģitār	WF239	SG264	cītar, ģitār, gič, gīč, kitār, sitār	BORROWED	0	cītar, ģitār, gič, gīč, kitār, sitār	SG_ROOT	L4848;L4849;L4853;L4856;L4857;L4858;L4859;L4860;L4861;L4862;L4863;L4864;L4865;L4866;L4867;L4870
R387	ROOT_SG	gič	WF239	SG264	cītar, ģitār, gič, gīč, kitār, sitār	BORROWED	0	cītar, ģitār, gič, gīč, kitār, sitār	SG_ROOT	L4854
R388	ROOT_SG	gīč	WF239	SG264	cītar, ģitār, gič, gīč, kitār, sitār	BORROWED	0	cītar, ģitār, gič, gīč, kitār, sitār	SG_ROOT	L4855
R389	ROOT_SG	kitār	WF239	SG264	cītar, ģitār, gič, gīč, kitār, sitār	BORROWED	0	cītar, ģitār, gič, gīč, kitār, sitār	SG_ROOT	L4868
R390	ROOT_SG	sitār	WF239	SG264	cītar, ģitār, gič, gīč, kitār, sitār	BORROWED	0	cītar, ģitār, gič, gīč, kitār, sitār	SG_ROOT	L4869
R391	ROOT_SG	cukur	WF240	SG265	cukur, sukur, sukr	BORROWED	0	cukur, sukur, sukr	SG_ROOT	L2288;L4871;L4872;L4873;L4874;L4875;L4876;L4877;L4878;L4879;L4880;L4881;L4882;L4883;L4884;L4885;L4886;L4887;L4893;L4894;L4895;L4896;L4897;L4898;L4899;L4900;L4901;L4902;L4903;L4904;L4905;L4906;L4907;L4908;L4909;L4910;L4911;L4912
R392	ROOT_SG	sukur	WF240	SG265	cukur, sukur, sukr	BORROWED	0	cukur, sukur, sukr	SG_ROOT	L4888;L4890;L4891;L4892
R393	ROOT_SG	sukr	WF240	SG265	cukur, sukur, sukr	BORROWED	0	cukur, sukur, sukr	SG_ROOT	L4889
R394	ROOT_SG	cūc	WF241	SG266	cūc, cūk, cūķ, čūč		0	cūc, cūk, cūķ, čūč	SG_ROOT	L4942;L4949;L4950;L4951;L4952;L4953;L4956;L4957;L4958;L4959
R395	ROOT_SG	cūk	WF241	SG266	cūc, cūk, cūķ, čūč		0	cūc, cūk, cūķ, čūč	SG_ROOT	L4913;L4914;L4915;L835;L836;L837;L4916;L4917;L88;L4918;L4919;L4920;L4921;L4922;L4923;L4924;L4925;L4926;L4927;L4928;L4929;L4930;L4931;L4932;L4933;L4934;L4935;L4936;L4937;L4938;L4939;L4940;L4941;L4943;L106;L4944;L4945;L4946;L4947;L4948
R396	ROOT_SG	cūķ	WF241	SG266	cūc, cūk, cūķ, čūč		0	cūc, cūk, cūķ, čūč	SG_ROOT	L4954
R397	ROOT_SG	čūč	WF241	SG266	cūc, cūk, cūķ, čūč		0	cūc, cūk, cūķ, čūč	SG_ROOT	L4955;L4960
R398	ROOT_SG	dāb	WF242	SG267	dāb		0	dāb	SG_ROOT	L4961;L4962;L4963;L4964
R399	ROOT_SG	dārdz	WF243	SG268	dārdz, dārg		0	dārdz, dārg	SG_ROOT	L4981;L4982;L4983;L4984;L4985
R400	ROOT_SG	dārg	WF243	SG268	dārdz, dārg		0	dārdz, dārg	SG_ROOT	L4965;L4966;L4967;L4968;L4969;L4970;L4971;L4972;L4973;L4974;L4975;L4976;L4977;L4978;L4979;L4980
R401	ROOT_SG	dārz	WF244	SG269	dārz		0	dārz	SG_ROOT	L4986;L4987;L4988;L705;L6;L1835;L1836;L1853;L1854;L1855;L3344;L4989;L4990;L4991;L4992;L724;L1968;L4993;L4994;L4995;L4996;L4997;L4998;L4999;L5000;L5001;L5002;L5003;L5004;L5005;L5006;L5007;L5008;L5009;L5010;L5011;L5012;L5013;L5014;L5015;L5016;L5017;L5018;L5019;L5020;L5021;L5022;L5023;L5024;L5025;L5026;L5027;L5028;L5029;L5030;L5031;L5032;L5033;L5034;L5035;L5036;L5037;L5038;L5039;L5040;L5041;L5042;L5043;L5044;L5045;L5046;L5047
